RT @cesamo70: El que paga manda señor @ClaudioXGG  Si nuevo aeropuerto se construirá con mis impuestos, claro que quiero determinar su cons…	@bionica82	Tue Jul 17 05:14:17 +0000 2018
RT @JAntonioOcampoO: El “Senador Electo” de Morena en Michoacán, ya hasta se da el lujo de llegar “pedo” a sus propias ruedas de prensa...…	@letras_rojas	Tue Jul 17 05:14:18 +0000 2018
RT @Narusailor: Victoria Dornelas la mujer que inspiró a Jorge González Camarena para pintar su famoso cuadro La Patria (1962). Ella repres…	@octaviusmex	Tue Jul 17 05:14:18 +0000 2018
MORENA BASTA DE VER VIDEOS HORROBLES me aparecen en el inicio forra	@xbastanitx	Tue Jul 17 05:14:19 +0000 2018
RT @OvejaElectrica_: Es irrelevante que "perdí" tu interés; no te salgas por la tangente, la manera en que expones tú tus opinioncitas, es…	@maritza_unam	Tue Jul 17 05:14:19 +0000 2018
@ARiveraE1 Eso no va con el tema, te acordaste de mi por el Tweet sobre la morena 😍😂😂	@i_barquerog	Tue Jul 17 05:14:20 +0000 2018
RT @CarlosTorresF_: Odias que los expresidentes tengan una pensión, pero no odias que #MORENA vaya a recibir más de 1,500 MDP sólo en un añ…	@OmarArguelles	Tue Jul 17 05:14:20 +0000 2018
RT @Narusailor: Victoria Dornelas la mujer que inspiró a Jorge González Camarena para pintar su famoso cuadro La Patria (1962). Ella repres…	@senseijvaldes	Tue Jul 17 05:14:20 +0000 2018
RT @Narusailor: Victoria Dornelas la mujer que inspiró a Jorge González Camarena para pintar su famoso cuadro La Patria (1962). Ella repres…	@dirceu_2012	Tue Jul 17 05:14:20 +0000 2018
RT @fmartinmoreno: El futuro secretario de comunicaciones de AMLO desea reunir a expertos en operaciones aeroportuarias para que opinen en…	@RubenReachi	Tue Jul 17 05:14:21 +0000 2018
Suscribo  @mlucascir Alta burocracia q se cree, #AltaBurguesía, alta burocracia q se cree, #AltaAristocracia, con b… https://t.co/6jqpxujrwT	@_il_Consigliere	Tue Jul 17 05:14:21 +0000 2018
RT @sydneybaretts: “cat eye” MORENA P L S https://t.co/18N9n9ubxt	@chsdrly	Tue Jul 17 05:14:21 +0000 2018
La tipa que estuvo rn mi mochila siempre ahre https://t.co/OctXTGyqcf	@Moarmelubius	Tue Jul 17 05:14:22 +0000 2018
La ingenuidad en su máxima expresión... https://t.co/Pk3IRLRvIh	@MishaelMejia	Tue Jul 17 05:14:22 +0000 2018
RT @Carlossassarini: En un 40% disminuirá su sueldo AMLO al asumir como presidente de México https://t.co/2TzHdZgf5s  https://t.co/0kZmKhNo…	@margamarcha	Tue Jul 17 05:14:22 +0000 2018
RT @monerohernandez: No entiendo: tengo un vecino que también se la pasa diciendo puras pendejadas y ningún medio lo cita. https://t.co/Ttz…	@maniwelin	Tue Jul 17 05:14:22 +0000 2018
RT @ChairoMexicano: La derecha siempre acusará censura y represión donde no la hay. Los canallas @FelipeCalderon y @Mzavalagc culpan a AMLO…	@yzraelrock	Tue Jul 17 05:14:23 +0000 2018
RT @TenochHuerta: Ellos deben pagar su propia seguridad y reintegrarse a la civil de el país que gobernaron. No son ex monarcas que abdicar…	@josefinatrufa	Tue Jul 17 05:14:23 +0000 2018
RT @lopezdoriga: Vaticano desmiente a AMLO: el papa Francisco no participará en foros de paz https://t.co/Yz2WcJD1qI https://t.co/nCpLla9oWl	@fplovin	Tue Jul 17 05:14:25 +0000 2018
RT @webcamsdemexico: Vía @Narusailor:  Victoria Dornelas la mujer que inspiró a Jorge González Camarena para pintar su famoso cuadro La Pat…	@LifeIsSoYummi	Tue Jul 17 05:14:25 +0000 2018
@HSantaCruzSanta @SCJN @PRI_Nacional @AccionNacional Que se queden si quieren, pero col el sueldo que dice Andrés Manuel Lopez Obrador	@jjossse67	Tue Jul 17 05:14:25 +0000 2018
Este es plan de SALINAS para desestabilizar al presidente AMLO https://t.co/fucDBIe0sd vía @YouTube	@alejandroaalex	Tue Jul 17 05:14:25 +0000 2018
RT @jccharc: “AMLO es tu presidente pendejo”   Efectivamente, el carma (sic) existe, en esta ocasión en forma de una traviesa (e inexistent…	@tusdea	Tue Jul 17 05:14:26 +0000 2018
RT @Bluesjakie: AMLO bb tiene fans hasta en Japón, y le rinden culto de maneras épicas xD Créditos: Ivan Biurcos  Rapter Estudio https://t.…	@fabiola031919	Tue Jul 17 05:14:26 +0000 2018
RT @jenarovillamil: Viniendo de Diego Fernández de Cevallos, quien litigó en contra del Estado mexicano para obtener 1,600 mdp y se le cons…	@annaazul	Tue Jul 17 05:14:26 +0000 2018
RT @monerohernandez: No entiendo: tengo un vecino que también se la pasa diciendo puras pendejadas y ningún medio lo cita. https://t.co/Ttz…	@miuralara	Tue Jul 17 05:14:26 +0000 2018
RT @tunegropapa: @epigmenioibarra Sr. Ibarra no digo que las fuerzas Armadas de Mexico no hayan cometido errores; pero ahora que ya ganó su…	@MelekMalaikat	Tue Jul 17 05:14:28 +0000 2018
RT @Julius_Byron: @SaulSeguraB @PabloFase2 @consultormarco2 @FerVazquez3 @Pubkiw2018 @JavierG72121785 @Eustasio53 @AlexFYL @pparroso @JuanC…	@jacmiller1117	Tue Jul 17 05:14:28 +0000 2018
RT @hectoralexx: Muy preocupados los pejefóbicos porque AMLO restringe los gastos de seguridad de los ex presidentes y temen por la segurid…	@urgecambiaramex	Tue Jul 17 05:14:29 +0000 2018
to pemsando na morena, de@novo	@kroliax	Tue Jul 17 05:14:29 +0000 2018
RT @iTsoaeli: "Rea o boka Morena. Re ntse re thabela wena. Re sa phela ha monate, ka paballo ya hao Ntate." 💕💕 morning	@Letsang	Tue Jul 17 05:14:29 +0000 2018
RT @ElFinanciero_Mx: Morena propone que dieta de senadores pase de 300 mil a 90 mil pesos mensuales https://t.co/VwjOi5wDtN https://t.co/Fz…	@SolecitaRQxy	Tue Jul 17 05:14:29 +0000 2018
RT @ElFinanciero_Mx: Morena propone que dieta de senadores pase de 300 mil a 90 mil pesos mensuales https://t.co/VwjOi5wDtN https://t.co/Fz…	@jorgee_jume	Tue Jul 17 05:14:30 +0000 2018
#LaMesaReñoñaEnVivo @franco_esca según yo ningun funcionario puede ganas más que el presidente, esto solo como dato… https://t.co/YaATgv42To	@gogeta_riky	Tue Jul 17 05:14:30 +0000 2018
Gobernadores piden más dinero, AMLO los batea | Reporte Indigo 1536 https://t.co/WB0hqwBviJ vía @YouTube	@AlanPulidoPower	Tue Jul 17 05:14:31 +0000 2018
RT @LosIrritantes: En el operativo de seguridad por la visita este viernes de una comisión de alto nivel estadunidense a las oficinas de AM…	@Galaloquis	Tue Jul 17 05:14:32 +0000 2018
RT @ExpansionMx: VIDEO: El gremio gasolinero analiza las promesas de #AMLO  https://t.co/t14RVYOc6J https://t.co/0Wttbykrt6	@JbernaJordi	Tue Jul 17 05:14:32 +0000 2018
RT @PodemosPueblo: Se llama Luis María Aguilar Morales, juez de la @SCJN y percibe 650 MIL pesos mensuales; se declara en rebveldía y no ac…	@gv_enoc	Tue Jul 17 05:14:33 +0000 2018
RT @salvadormanriq: Me encanta y sorprende (para bien) AMLO Adiós 👋 despilfarro 😜😎👍🏼 en serio	@ConYaSabenQuien	Tue Jul 17 05:14:33 +0000 2018
Le belle immagini della Lucania  Tratto da: Onda Lucana®byAntonio Morena  Rotonda(pz), il Comune del Parco Nazional… https://t.co/mFUuXSWYcU	@futureal1234	Tue Jul 17 05:14:33 +0000 2018
RT @Cuervomk: El corrupto Romero Deschamps recibió 1200 millones de pesos de 2006 a la fecha.(12 años)  @lopezobrador_ va a recibir 1400 mi…	@mochopunk	Tue Jul 17 05:14:33 +0000 2018
RT @yoshgawen: Critican las medidas de austeridad propuestas por AMLO, pero que INDIGNANTE enterarse que los ministros de la @SCJN se aferr…	@CarmenG68916159	Tue Jul 17 05:14:34 +0000 2018
"Me impresiona que el equipo de AMLO analizó perfectamente a Trump", maigos, ni que fuera rocket science.	@cin_ceja	Tue Jul 24 16:14:38 +0000 2018
cara, qual a concepção de vcs sobre uma mulher morena? é sério, queria saber real	@_claudiinha	Tue Jul 24 16:14:39 +0000 2018
RT @CarlosGidiB: Será por eso que ahora corteja a #AMLO? Un camaleón es menos transformista. https://t.co/QZ5UIOQaST	@ivan_zererino	Tue Jul 24 16:14:39 +0000 2018
RT @ExpansionMx: AMLO continuará con las Zonas Económicas Especiales de Peña https://t.co/1kFFJ0x21v https://t.co/USTLP7ExEH	@blancaestrada_	Tue Jul 24 16:14:39 +0000 2018
RT @DeniseDresserG: Momento en el cual AMLO/Morena deberían incluir en su agenda legislativa la reducción en 50 por ciento al financiamient…	@LucindaLamaLama	Tue Jul 24 16:14:40 +0000 2018
RT @Miriam_Junne: Ahora  los diputados y senadores  le piden a AMLO no bajarles el sueldo. Va quedando claro porqué el pais está como está.…	@exodusMX	Tue Jul 24 16:14:40 +0000 2018
👋🤓 Jueguecito del día: a las 19:30h os vamos a subir el vídeo que acompaña este audio 👇👂. ¿Quién lo protagoniza?  A… https://t.co/3NmOJsR0fi	@OT_Oficial	Tue Jul 24 16:14:40 +0000 2018
RT @NotiChimely: Ayer fue: Voto masivo a Morena  Ahora es:  Apoyo masivo a López Obrador  #TodosUnidosConAMLO	@ANABELDOMNGUEZ8	Tue Jul 24 16:14:41 +0000 2018
RT @WSJForero: López Obrador will take personal command of security strategy, rein in errant governors and eradicate the corruption that fu…	@Jose_deCordoba	Tue Jul 24 16:14:41 +0000 2018
ALGO POSITIVO SALDRÁ CON LÓPEZ OBRADOR, DICE TRUMP https://t.co/9hZF2bdZB5	@codice_mich	Tue Jul 24 16:14:42 +0000 2018
#FeriaDeEmpleo ofertada para esos priistas que se quedarán sin empleo por la llegada de morena	@mrgrillo23	Tue Jul 24 16:14:42 +0000 2018
RT @ALEIDAALAVEZ: Planean primera refinería de AMLO en Tabasco via El Universal https://t.co/qpRVtjm9ve	@carreon_hdez	Tue Jul 24 16:14:43 +0000 2018
RT @CuestaMonica: @InesArrimadas A ver morena, esta anciana es de Navacerrada... Qué desprecio hacia tus acólitos; cuelgas esta farsa creye…	@maxslleida	Tue Jul 24 16:14:43 +0000 2018
RT @cesamo70: Que Morena y @lopezobrador_ tengan poder absoluto en México es lo mejor que pudo suceder...  Si hacen las cosas correctamente…	@magdasolis	Tue Jul 24 16:14:43 +0000 2018
RT @norma22flores: Peña Nieto tiene que justificar a dónde va dinero de préstamo que pidió: AMLO https://t.co/pE5SD4q3pH	@gromeroz123	Tue Jul 24 16:14:44 +0000 2018
RT @Helioflores_mex: APROVECHANDO LA CONFUSIÓN. …y a la voz de "el de atrás paga", EPN endeuda más al país. ( Pero algunos tuiteros se muer…	@yazmincm	Tue Jul 24 16:14:44 +0000 2018
RT @kennidy_moraes: Quando falo que morena é outra fita vcs não acredita https://t.co/DonCsWyPfC	@dreyancrf	Tue Jul 24 16:14:44 +0000 2018
RT @Helioflores_mex: APROVECHANDO LA CONFUSIÓN. …y a la voz de "el de atrás paga", EPN endeuda más al país. ( Pero algunos tuiteros se muer…	@Benigno_Mtz_Cza	Tue Jul 24 16:14:44 +0000 2018
RT @politico_gato: Aunque el proyecto de Andrés Manuel López Obrador de construir dos nuevas refinerías ha recibido varias críticas, el sec…	@casarthur2000	Tue Jul 24 16:14:44 +0000 2018
Comité Técnico del Fideicomiso 'Por los demás' también impugnará multa a Morena: Bátiz https://t.co/F6rnbkztH9	@yolotlyaotl	Tue Jul 24 16:14:45 +0000 2018
RT @RoyCampos: 6 de cada 10 mexicanos creen que en su primer año el gobierno de AMLO mejorará la situación del país https://t.co/vhP9rQ7tZw…	@Kalifa13	Tue Jul 24 16:14:46 +0000 2018
RT @jenarovillamil: El 59.6% de los encuestados siente tranquilidad ante la llegada de AMLO a la presidencia. https://t.co/XbN3EEsU1T	@DELOVSKI976	Tue Jul 24 16:14:47 +0000 2018
RT @Vampiroperver: Rafael Barajas "el fisgón": la verdad sobre el fideicomiso y la multa del INE a morena https://t.co/5Dmk4whisn	@ANABELDOMNGUEZ8	Tue Jul 24 16:14:47 +0000 2018
Justice for Morena and her sister killed by poisoning! Plz sign: https://t.co/oIqiaNr06R https://t.co/fbmQ29gdIn	@AnimalsBelize	Tue Jul 24 16:14:47 +0000 2018
RT @Tinunjei: ¿Hasta cuándo reubicará @AlejandroMurat del #PRI a los #indígenas desplazados #triquis de #Copala de @LorenaMerinoMx_? #XIIIC…	@magah55	Tue Jul 24 16:14:48 +0000 2018
RT @acostanaranjo: Lino Korrodi, hoy en morena, organizó el fideicomiso privado "amigos de Fox" que fue investigado y castigado por la auto…	@Felixmr13	Tue Jul 24 16:14:48 +0000 2018
@rubenavapolina @rivapa El trasfondo es que se violo la ley electoral, con ese fideicomiso, gente de Morena retiró… https://t.co/jywRBKd7lw	@Joselhdhez61	Tue Jul 24 16:14:48 +0000 2018
¿Por qué AMLO evitó tocar temas como el muro y el tráfico de armas? Déjanos tu opinión en los comentarios. ▶️… https://t.co/IR2zLJNFP7	@PolimatiaOnline	Tue Jul 24 16:14:50 +0000 2018
RT @jgnaredo: Quienes odian a los seguidores de @lopezobrador_ lo hacen, en parte, por envidia.  Y es que los detestan no tanto por AMLO, s…	@RoxiAbi	Tue Jul 24 16:14:51 +0000 2018
RT @DeniseDresserG: Momento en el cual AMLO/Morena deberían incluir en su agenda legislativa la reducción en 50 por ciento al financiamient…	@LaitoAlanis	Tue Jul 24 16:14:52 +0000 2018
RT @resendizmonero: "Pa acabar pronto" #multa #AMLOPresidente #AMLO #Elecciones2018 https://t.co/L70UI1YoVx	@Erickisback1	Tue Jul 24 16:14:52 +0000 2018
RT @SanjuanaMtz: Me encantan: primero decían que la relación de AMLO con Trump sería un desastre, explosiva, la hecatombe. Ahora que Trump…	@Rodrigo58127575	Tue Jul 24 16:14:53 +0000 2018
López Obrador llega a oficinas en la colonia Roma para atender agenda - https://t.co/17xsyEHHWv #México https://t.co/355OMTfRuW	@impactomx	Tue Jul 24 16:14:53 +0000 2018
RT @DeniseDresserG: Momento en el cual AMLO/Morena deberían incluir en su agenda legislativa la reducción en 50 por ciento al financiamient…	@carlos49ega	Tue Jul 24 16:14:55 +0000 2018
@edmrs ¿No aplaudes que los otros partidos hayan hecho lo mismo? ¿O solo te gusta lo de Morena por haber sido ilegal?	@Kadenian	Tue Jul 24 16:14:55 +0000 2018
RT @DeniseDresserG: Momento en el cual AMLO/Morena deberían incluir en su agenda legislativa la reducción en 50 por ciento al financiamient…	@Meliton1721	Tue Jul 24 16:14:56 +0000 2018
RT @ElFinancieroTv: Queremos igualar el valor de una lengua indígena y al valor del inglés. Que un maestro que da clases de zapoteco gane i…	@laualzua	Tue Jul 24 16:14:56 +0000 2018
RT @DeniseDresserG: Momento en el cual AMLO/Morena deberían incluir en su agenda legislativa la reducción en 50 por ciento al financiamient…	@RaulGutierrezCa	Tue Jul 24 16:14:56 +0000 2018
RT @OT_Oficial: 👋🤓 Jueguecito del día: a las 19:30h os vamos a subir el vídeo que acompaña este audio 👇👂. ¿Quién lo protagoniza?  A) CHICA…	@Ot2017Mireya	Tue Jul 24 16:14:57 +0000 2018
RT @homozapp: 60% de los mexicanos están felices por el triunfo de AMLO: Mitofsky https://t.co/DZ3whrS7PV https://t.co/rd4SJYl9i0	@NormaLeticia66	Tue Jul 24 16:14:57 +0000 2018
RT @Poxxxacarolll: q morena rs 👅 https://t.co/eM85BKwyiE	@gustavofxp	Tue Jul 24 16:14:58 +0000 2018
@rayleon1515 @Navegaciones @GochiHaze @AristeguiOnline @ChairoMexicano @dilmabr #AMLO ya quedó vacunado de esa acci… https://t.co/IVicUZz3JT	@MalloryGral	Tue Jul 24 16:14:58 +0000 2018
RT @betomatrix69: @resendizmonero Cartonazo de mi amigo Resendiz 🙌🏻 https://t.co/FGFtsfCJTW	@Erickisback1	Tue Jul 24 16:14:59 +0000 2018
RT @tengo12gatosyq: No fue dinero del partido  No está probado que ese dinero comprara votos ni que fuera al partido.  Es decir: no tienen…	@magdasolis	Tue Jul 24 16:14:59 +0000 2018
RT @CiroGomezL: #Morena asegura que el INE congeló la cuenta del Fideicomiso. El @INEMexico responde que ellos no tienen esa facultad. Noso…	@ricardoentwit	Tue Jul 24 16:14:59 +0000 2018
RT @ManuelGarciaES: "Respecto a migración, debo comentar que el propósito más esencial de mi gobierno será lograr que los mexicanos no teng…	@SusanaRizo4	Tue Jul 24 16:14:59 +0000 2018
RT @soyelciudadano2: De 193 presidentes en el mundo, AMLO será el 4to peor pagado,solo por encima d los presidentes d la República Checa,Po…	@guadalu24357895	Tue Jul 24 16:14:59 +0000 2018
Recorte salarial de AMLO a funcionarios aumentaría deudas, alerta @CondusefMX https://t.co/AvlxYZm7Si https://t.co/TqWxxgV2JW	@LaOtra_Opinion	Tue Jul 24 16:15:00 +0000 2018
#Entrevista | Morena debió entregar ayuda a damnificados de manera anónima, de lo contrario, el INE tiene razón, ex… https://t.co/Ya0QCse7eY	@LaCronicaDeHoy	Tue Jul 24 16:15:00 +0000 2018
En el caso de Morena hay mucha gente que reconoce que es injusto lo que hace el INE y uno de ellos en el presidente… https://t.co/5wo4RWHPD2	@AnaisCabrera8	Tue Jul 24 16:15:00 +0000 2018
RT @Piromana696_: Y el tren del mame de hoy, ya no es el fideicomiso, ahora es la carta de AMLO a Trump... y así seguirán. Para ellos AMLO…	@GalindezMar	Tue Jul 24 16:15:00 +0000 2018
Cuando al lado se me coloca un man a decirme (textualmente): -Esas chiquitas son las que mejor lo hacen, ¿qué me di… https://t.co/miKzcBwNpV	@m_ortiz9	Tue Jul 24 16:15:00 +0000 2018
RT @revistaproceso: ONG respaldan plan de AMLO para pacificar el país y despenalizar drogas  https://t.co/J02k9QJSkm	@jmrebo	Tue Jul 24 16:15:00 +0000 2018
RT @ABarrancoCh: Como no hubo la devaluación vaticinada ni se desquiciaron los mercados al triunfo rotundo de AMLO, habría que armar un tea…	@e_plata91	Tue Jul 24 16:15:01 +0000 2018
Porque no sabe que mañas, o que le puedan hacer. Así que una vez el semáforo cambió me dispuse a seguir y por últim… https://t.co/XMZqZWPXkZ	@m_ortiz9	Tue Jul 24 16:15:02 +0000 2018
RT @LaJornada: .@realDonaldTrump: AMLO es una "estupenda persona" https://t.co/PcEzpbmnS7 https://t.co/ATPo0w3kcU	@ViazcanV	Tue Jul 24 16:15:02 +0000 2018
RT @letymaldo: "INE a Morena" #QueSeAnuleLaEleccion  ¡EN cualquier país que respete y honre a sus ciudadanos ya hubieran "ejecutado" a un m…	@SalvadorDelRi17	Tue Jul 24 16:15:03 +0000 2018
